[2025-06-27 14:42:18] Allowed: Ether / Dot1Q / IP / UDP 113.173.32.113:59642 > 192.168.1.172:51166 / Raw | Reason: Rule Passed
[2025-06-27 14:42:22] Allowed: Ether / IP / UDP 172.217.170.163:https > 192.168.1.172:52057 / Raw | Reason: Rule Passed
[2025-06-27 14:42:22] Allowed: Ether / IP / UDP 172.217.170.163:https > 192.168.1.172:52057 / Raw | Reason: Rule Passed
[2025-06-27 14:42:22] Allowed: Ether / IP / UDP 172.217.170.163:https > 192.168.1.172:52057 / Raw | Reason: Rule Passed
[2025-06-27 14:42:22] Allowed: Ether / IP / UDP 172.217.170.163:https > 192.168.1.172:52057 / Raw | Reason: Rule Passed
[2025-06-27 14:42:22] Allowed: Ether / IP / UDP 192.168.1.172:52057 > 172.217.170.163:https / Raw | Reason: Rule Passed
[2025-06-27 14:42:22] Allowed: Ether / IP / UDP 192.168.1.172:52057 > 172.217.170.163:https / Raw | Reason: Rule Passed
[2025-06-27 14:42:22] Allowed: Ether / IP / UDP 192.168.1.172:52057 > 172.217.170.163:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:27] Allowed: Ether / IP / UDP 192.168.1.172:51166 > 113.173.32.113:59642 / Raw | Reason: Rule Passed
[2025-06-27 14:54:27] Allowed: Ether / IP / UDP 192.168.1.172:49191 > 172.217.170.163:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:27] Allowed: Ether / IP / UDP 192.168.1.172:49191 > 172.217.170.163:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:27] Allowed: Ether / IP / UDP 192.168.1.172:49191 > 172.217.170.163:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:27] Allowed: Ether / IP / UDP 192.168.1.172:49191 > 172.217.170.163:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:27] Allowed: Ether / IP / UDP 172.217.170.163:https > 192.168.1.172:49191 / Raw | Reason: Rule Passed
[2025-06-27 14:54:27] Allowed: Ether / Dot1Q / IP / UDP 113.173.32.113:59642 > 192.168.1.172:51166 / Raw | Reason: Rule Passed
[2025-06-27 14:54:27] Allowed: Ether / IP / UDP 192.168.1.172:51166 > 113.173.32.113:59642 / Raw | Reason: Rule Passed
[2025-06-27 14:54:27] Allowed: Ether / IP / UDP 172.217.170.163:https > 192.168.1.172:49191 / Raw | Reason: Rule Passed
[2025-06-27 14:54:27] Allowed: Ether / IP / UDP 172.217.170.163:https > 192.168.1.172:49191 / Raw | Reason: Rule Passed
[2025-06-27 14:54:27] Allowed: Ether / IP / UDP 172.217.170.163:https > 192.168.1.172:49191 / Raw | Reason: Rule Passed
[2025-06-27 14:54:27] Allowed: Ether / IP / UDP 172.217.170.163:https > 192.168.1.172:49191 / Raw | Reason: Rule Passed
[2025-06-27 14:54:27] Allowed: Ether / IP / UDP 172.217.170.163:https > 192.168.1.172:49191 / Raw | Reason: Rule Passed
[2025-06-27 14:54:27] Allowed: Ether / IP / UDP 172.217.170.163:https > 192.168.1.172:49191 / Raw | Reason: Rule Passed
[2025-06-27 14:54:27] Allowed: Ether / IP / UDP 192.168.1.172:49191 > 172.217.170.163:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:27] Allowed: Ether / IP / UDP 192.168.1.172:49191 > 172.217.170.163:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:27] Allowed: Ether / IP / UDP 172.217.170.163:https > 192.168.1.172:49191 / Raw | Reason: Rule Passed
[2025-06-27 14:54:28] Allowed: Ether / IP / UDP 192.168.1.172:49191 > 172.217.170.163:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:28] Allowed: Ether / IP / UDP 172.217.170.163:https > 192.168.1.172:49191 / Raw | Reason: Rule Passed
[2025-06-27 14:54:28] Allowed: Ether / IP / UDP 192.168.1.172:49191 > 172.217.170.163:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:28] Allowed: Ether / IP / UDP 172.217.170.163:https > 192.168.1.172:49191 / Raw | Reason: Rule Passed
[2025-06-27 14:54:28] Allowed: Ether / IP / UDP 172.217.170.163:https > 192.168.1.172:49191 / Raw | Reason: Rule Passed
[2025-06-27 14:54:28] Allowed: Ether / IP / UDP 192.168.1.172:49191 > 172.217.170.163:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:28] Allowed: Ether / Dot1Q / IP / UDP 113.173.32.113:59642 > 192.168.1.172:51166 / Raw | Reason: Rule Passed
[2025-06-27 14:54:28] Allowed: Ether / IP / UDP 172.217.170.163:https > 192.168.1.172:49191 / Raw | Reason: Rule Passed
[2025-06-27 14:54:28] Allowed: Ether / IP / UDP 192.168.1.172:54552 > 219.91.178.191:27154 / Raw | Reason: Rule Passed
[2025-06-27 14:54:28] Allowed: Ether / Dot1Q / IP / UDP 219.91.178.191:27154 > 192.168.1.172:54552 / Raw | Reason: Rule Passed
[2025-06-27 14:54:28] Allowed: Ether / IP / UDP 192.168.1.172:54552 > 219.91.178.191:27154 / Raw | Reason: Rule Passed
[2025-06-27 14:54:28] Allowed: Ether / Dot1Q / IP / UDP 219.91.178.191:27154 > 192.168.1.172:54552 / Raw | Reason: Rule Passed
[2025-06-27 14:54:28] Allowed: Ether / IP / UDP 192.168.1.172:64953 > 172.253.124.139:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:28] Allowed: Ether / IP / UDP 192.168.1.172:64953 > 172.253.124.139:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:28] Allowed: Ether / IP / UDP 192.168.1.172:64953 > 172.253.124.139:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:29] Allowed: Ether / IP / UDP 172.253.124.139:https > 192.168.1.172:64953 / Raw | Reason: Rule Passed
[2025-06-27 14:54:29] Allowed: Ether / IP / UDP 172.253.124.139:https > 192.168.1.172:64953 / Raw | Reason: Rule Passed
[2025-06-27 14:54:29] Allowed: Ether / IP / UDP 172.253.124.139:https > 192.168.1.172:64953 / Raw | Reason: Rule Passed
[2025-06-27 14:54:29] Allowed: Ether / IP / UDP 172.253.124.139:https > 192.168.1.172:64953 / Raw | Reason: Rule Passed
[2025-06-27 14:54:29] Allowed: Ether / IP / UDP 172.253.124.139:https > 192.168.1.172:64953 / Raw | Reason: Rule Passed
[2025-06-27 14:54:29] Allowed: Ether / IP / UDP 192.168.1.172:64953 > 172.253.124.139:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:29] Allowed: Ether / IP / UDP 192.168.1.172:64953 > 172.253.124.139:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:29] Allowed: Ether / IP / UDP 192.168.1.172:64953 > 172.253.124.139:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:29] Allowed: Ether / IP / UDP 192.168.1.172:64953 > 172.253.124.139:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:29] Allowed: Ether / IP / UDP 172.253.124.139:https > 192.168.1.172:64953 / Raw | Reason: Rule Passed
[2025-06-27 14:54:29] Allowed: Ether / IP / UDP 192.168.1.172:51166 > 74.125.250.129:19302 / Raw | Reason: Rule Passed
[2025-06-27 14:54:29] Allowed: Ether / IP / UDP 74.125.250.129:19302 > 192.168.1.172:51166 / Raw | Reason: Rule Passed
[2025-06-27 14:54:29] Allowed: Ether / IP / UDP 172.253.124.139:https > 192.168.1.172:64953 / Raw | Reason: Rule Passed
[2025-06-27 14:54:29] Allowed: Ether / IP / UDP 172.253.124.139:https > 192.168.1.172:64953 / Raw | Reason: Rule Passed
[2025-06-27 14:54:29] Allowed: Ether / IP / UDP 172.253.124.139:https > 192.168.1.172:64953 / Raw | Reason: Rule Passed
[2025-06-27 14:54:29] Allowed: Ether / IP / UDP 192.168.1.172:64953 > 172.253.124.139:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:29] Allowed: Ether / IP / UDP 172.253.124.139:https > 192.168.1.172:64953 / Raw | Reason: Rule Passed
[2025-06-27 14:54:29] Allowed: Ether / IP / UDP 172.253.124.139:https > 192.168.1.172:64953 / Raw | Reason: Rule Passed
[2025-06-27 14:54:29] Allowed: Ether / IP / UDP 192.168.1.172:64953 > 172.253.124.139:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:29] Allowed: Ether / IP / UDP 172.253.124.139:https > 192.168.1.172:64953 / Raw | Reason: Rule Passed
[2025-06-27 14:54:30] Allowed: Ether / IP / UDP 192.168.1.172:51166 > 113.173.32.113:59642 / Raw | Reason: Rule Passed
[2025-06-27 14:54:30] Allowed: Ether / IP / TCP 192.168.1.172:4015 > 18.138.68.204:https PA / Raw | Reason: Rule Passed
[2025-06-27 14:54:30] Allowed: Ether / Dot1Q / IP / UDP 113.173.32.113:59642 > 192.168.1.172:51166 / Raw | Reason: Rule Passed
[2025-06-27 14:54:30] Allowed: Ether / IP / UDP 192.168.1.172:51166 > 113.173.32.113:59642 / Raw | Reason: Rule Passed
[2025-06-27 14:54:30] Allowed: Ether / IP / UDP 192.168.1.172:49437 > 74.125.250.129:19302 / Raw | Reason: Rule Passed
[2025-06-27 14:54:30] Allowed: Ether / IP / UDP 74.125.250.129:19302 > 192.168.1.172:49437 / Raw | Reason: Rule Passed
[2025-06-27 14:54:30] Allowed: Ether / IP / TCP 45.135.129.232:2191 > 192.168.1.172:5722 PA / Raw | Reason: Rule Passed
[2025-06-27 14:54:30] Allowed: Ether / IP / TCP 192.168.1.172:5722 > 45.135.129.232:2191 PA / Raw | Reason: Rule Passed
[2025-06-27 14:54:30] Allowed: Ether / IP / TCP 45.135.129.232:2191 > 192.168.1.172:5722 PA / Raw | Reason: Rule Passed
[2025-06-27 14:54:30] Allowed: Ether / IP / TCP 192.168.1.172:5722 > 45.135.129.232:2191 A | Reason: Rule Passed
[2025-06-27 14:54:30] Allowed: Ether / Dot1Q / IP / UDP 113.173.32.113:59642 > 192.168.1.172:51166 / Raw | Reason: Rule Passed
[2025-06-27 14:54:30] Allowed: Ether / IP / UDP 192.168.1.172:51166 > 113.173.32.113:59642 / Raw | Reason: Rule Passed
[2025-06-27 14:54:30] Allowed: Ether / IP / TCP 18.138.68.204:https > 192.168.1.172:4015 PA / Raw | Reason: Rule Passed
[2025-06-27 14:54:30] Allowed: Ether / IP / TCP 192.168.1.172:4015 > 18.138.68.204:https A | Reason: Rule Passed
[2025-06-27 14:54:30] Allowed: Ether / Dot1Q / IP / UDP 219.91.178.191:27154 > 192.168.1.172:54552 / Raw | Reason: Rule Passed
[2025-06-27 14:54:30] Allowed: Ether / IP / UDP 192.168.1.172:54552 > 219.91.178.191:27154 / Raw | Reason: Rule Passed
[2025-06-27 14:54:30] Allowed: Ether / IP / UDP 192.168.1.172:54552 > 219.91.178.191:27154 / Raw | Reason: Rule Passed
[2025-06-27 14:54:30] Allowed: Ether / IP / TCP 45.135.129.232:2191 > 192.168.1.172:5722 A | Reason: Rule Passed
[2025-06-27 14:54:31] Allowed: Ether / Dot1Q / IP / UDP 219.91.178.191:27154 > 192.168.1.172:54552 / Raw | Reason: Rule Passed
[2025-06-27 14:54:31] Allowed: Ether / IP / UDP 192.168.1.172:54552 > 219.91.178.191:27154 / Raw | Reason: Rule Passed
[2025-06-27 14:54:31] Allowed: Ether / Dot1Q / IP / UDP 219.91.178.191:27154 > 192.168.1.172:54552 / Raw | Reason: Rule Passed
[2025-06-27 14:54:31] Allowed: Ether / IP / UDP 192.168.1.172:54552 > 219.91.178.191:27154 / Raw | Reason: Rule Passed
[2025-06-27 14:54:31] Allowed: Ether / Dot1Q / IP / UDP 219.91.178.191:27154 > 192.168.1.172:54552 / Raw | Reason: Rule Passed
[2025-06-27 14:54:31] Allowed: Ether / Dot1Q / IP / UDP 113.173.32.113:59642 > 192.168.1.172:51166 / Raw | Reason: Rule Passed
[2025-06-27 14:54:31] Allowed: Ether / Dot1Q / IP / UDP 113.173.32.113:59642 > 192.168.1.172:51166 / Raw | Reason: Rule Passed
[2025-06-27 14:54:31] Allowed: Ether / IP / UDP 192.168.1.172:51166 > 113.173.32.113:59642 / Raw | Reason: Rule Passed
[2025-06-27 14:54:31] Allowed: Ether / IP / UDP 192.168.1.172:54552 > 74.125.250.129:19302 / Raw | Reason: Rule Passed
[2025-06-27 14:54:31] Allowed: Ether / IP / UDP 74.125.250.129:19302 > 192.168.1.172:54552 / Raw | Reason: Rule Passed
[2025-06-27 14:54:31] Allowed: Ether / IP / UDP 192.168.1.172:56629 > 172.217.170.202:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:31] Allowed: Ether / IP / UDP 172.217.170.202:https > 192.168.1.172:56629 / Raw | Reason: Rule Passed
[2025-06-27 14:54:32] Allowed: Ether / IP / UDP 192.168.1.172:59827 > 104.18.41.41:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:32] Allowed: Ether / IP / UDP 104.18.41.41:https > 192.168.1.172:59827 / Raw | Reason: Rule Passed
[2025-06-27 14:54:32] Allowed: Ether / IP / UDP 104.18.41.41:https > 192.168.1.172:59827 / Raw | Reason: Rule Passed
[2025-06-27 14:54:32] Allowed: Ether / IP / UDP 192.168.1.172:59827 > 104.18.41.41:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:32] Allowed: Ether / IP / UDP 192.168.1.172:59827 > 104.18.41.41:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:32] Allowed: Ether / IP / UDP 104.18.41.41:https > 192.168.1.172:59827 / Raw | Reason: Rule Passed
[2025-06-27 14:54:32] Allowed: Ether / IP / UDP 192.168.1.172:59827 > 104.18.41.41:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:32] Allowed: Ether / IP / UDP 104.18.41.41:https > 192.168.1.172:59827 / Raw | Reason: Rule Passed
[2025-06-27 14:54:32] Allowed: Ether / IP / UDP 192.168.1.172:51166 > 113.173.32.113:59642 / Raw | Reason: Rule Passed
[2025-06-27 14:54:33] Allowed: Ether / IP / TCP 192.168.1.172:6835 > 3.222.211.185:https A / Raw | Reason: Rule Passed
[2025-06-27 14:54:33] Allowed: Ether / IP / UDP 192.168.1.172:59827 > 104.18.41.41:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:33] Allowed: Ether / Dot1Q / IP / UDP 113.173.32.113:59642 > 192.168.1.172:51166 / Raw | Reason: Rule Passed
[2025-06-27 14:54:33] Allowed: Ether / IP / UDP 192.168.1.172:51166 > 113.173.32.113:59642 / Raw | Reason: Rule Passed
[2025-06-27 14:54:33] Allowed: Ether / IP / UDP 104.18.41.41:https > 192.168.1.172:59827 / Raw | Reason: Rule Passed
[2025-06-27 14:54:33] Allowed: Ether / IP / TCP 3.222.211.185:https > 192.168.1.172:6835 A | Reason: Rule Passed
[2025-06-27 14:54:33] Allowed: Ether / IP / UDP 192.168.1.172:59827 > 104.18.41.41:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:33] Allowed: Ether / Dot1Q / IP / UDP 113.173.32.113:59642 > 192.168.1.172:51166 / Raw | Reason: Rule Passed
[2025-06-27 14:54:33] Allowed: Ether / IP / UDP 104.18.41.41:https > 192.168.1.172:59827 / Raw | Reason: Rule Passed
[2025-06-27 14:54:33] Allowed: Ether / IP / UDP 192.168.1.172:54552 > 219.91.178.191:27154 / Raw | Reason: Rule Passed
[2025-06-27 14:54:33] Allowed: Ether / IP / UDP 192.168.1.172:59827 > 104.18.41.41:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:33] Allowed: Ether / IP / TCP 104.16.102.112:https > 192.168.1.172:4005 PA / Raw | Reason: Rule Passed
[2025-06-27 14:54:33] Allowed: Ether / IP / TCP 192.168.1.172:4005 > 104.16.102.112:https PA / Raw | Reason: Rule Passed
[2025-06-27 14:54:33] Allowed: Ether / IP / UDP 192.168.1.172:54552 > 219.91.178.191:27154 / Raw | Reason: Rule Passed
[2025-06-27 14:54:33] Allowed: Ether / IP / UDP 104.18.41.41:https > 192.168.1.172:59827 / Raw | Reason: Rule Passed
[2025-06-27 14:54:33] Allowed: Ether / IP / UDP 192.168.1.172:54552 > 219.91.178.191:27154 / Raw | Reason: Rule Passed
[2025-06-27 14:54:33] Allowed: Ether / Dot1Q / IP / UDP 219.91.178.191:27154 > 192.168.1.172:54552 / Raw | Reason: Rule Passed
[2025-06-27 14:54:33] Allowed: Ether / Dot1Q / IP / UDP 219.91.178.191:27154 > 192.168.1.172:54552 / Raw | Reason: Rule Passed
[2025-06-27 14:54:33] Allowed: Ether / IP / UDP 192.168.1.172:54552 > 219.91.178.191:27154 / Raw | Reason: Rule Passed
[2025-06-27 14:54:33] Allowed: Ether / IP / TCP 104.16.102.112:https > 192.168.1.172:4005 A | Reason: Rule Passed
[2025-06-27 14:54:34] Allowed: Ether / IP / UDP 192.168.1.172:59827 > 104.18.41.41:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:34] Allowed: Ether / IP / UDP 104.18.41.41:https > 192.168.1.172:59827 / Raw | Reason: Rule Passed
[2025-06-27 14:54:34] Allowed: Ether / Dot1Q / IP / UDP 219.91.178.191:27154 > 192.168.1.172:54552 / Raw | Reason: Rule Passed
[2025-06-27 14:54:34] Allowed: Ether / Dot1Q / IP / UDP 219.91.178.191:27154 > 192.168.1.172:54552 / Raw | Reason: Rule Passed
[2025-06-27 14:54:34] Allowed: Ether / IP / UDP 192.168.1.172:59827 > 104.18.41.41:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:34] Allowed: Ether / IP / UDP 104.18.41.41:https > 192.168.1.172:59827 / Raw | Reason: Rule Passed
[2025-06-27 14:54:34] Allowed: Ether / IP / UDP 192.168.1.172:63002 > 74.125.250.129:19302 / Raw | Reason: Rule Passed
[2025-06-27 14:54:34] Allowed: Ether / IP / UDP 74.125.250.129:19302 > 192.168.1.172:63002 / Raw | Reason: Rule Passed
[2025-06-27 14:54:35] Allowed: Ether / IP / UDP 192.168.1.172:59827 > 104.18.41.41:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:35] Allowed: Ether / IP / UDP 104.18.41.41:https > 192.168.1.172:59827 / Raw | Reason: Rule Passed
[2025-06-27 14:54:35] Allowed: Ether / IP / UDP 192.168.1.172:51166 > 113.173.32.113:59642 / Raw | Reason: Rule Passed
[2025-06-27 14:54:35] Allowed: Ether / Dot1Q / IP / UDP 113.173.32.113:59642 > 192.168.1.172:51166 / Raw | Reason: Rule Passed
[2025-06-27 14:54:35] Allowed: Ether / IP / UDP 192.168.1.172:51166 > 113.173.32.113:59642 / Raw | Reason: Rule Passed
[2025-06-27 14:54:36] Allowed: Ether / Dot1Q / IP / UDP 113.173.32.113:59642 > 192.168.1.172:51166 / Raw | Reason: Rule Passed
[2025-06-27 14:54:36] Allowed: Ether / Dot1Q / IP / UDP 219.91.178.191:27154 > 192.168.1.172:54552 / Raw | Reason: Rule Passed
[2025-06-27 14:54:36] Allowed: Ether / IP / UDP 192.168.1.172:54552 > 219.91.178.191:27154 / Raw | Reason: Rule Passed
[2025-06-27 14:54:36] Allowed: Ether / IP / UDP 192.168.1.172:54552 > 219.91.178.191:27154 / Raw | Reason: Rule Passed
[2025-06-27 14:54:36] Allowed: Ether / Dot1Q / IP / UDP 219.91.178.191:27154 > 192.168.1.172:54552 / Raw | Reason: Rule Passed
[2025-06-27 14:54:36] Allowed: Ether / IP / UDP 192.168.1.172:54552 > 219.91.178.191:27154 / Raw | Reason: Rule Passed
[2025-06-27 14:54:36] Allowed: Ether / IP / TCP 192.168.1.172:4069 > 142.250.9.188:5228 A / Raw | Reason: Rule Passed
[2025-06-27 14:54:36] Allowed: Ether / Dot1Q / IP / UDP 219.91.178.191:27154 > 192.168.1.172:54552 / Raw | Reason: Rule Passed
[2025-06-27 14:54:36] Allowed: Ether / IP / UDP 192.168.1.172:54552 > 219.91.178.191:27154 / Raw | Reason: Rule Passed
[2025-06-27 14:54:37] Allowed: Ether / Dot1Q / IP / UDP 219.91.178.191:27154 > 192.168.1.172:54552 / Raw | Reason: Rule Passed
[2025-06-27 14:54:37] Allowed: Ether / IP / UDP 192.168.1.172:59827 > 104.18.41.41:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:37] Allowed: Ether / IP / TCP 142.250.9.188:5228 > 192.168.1.172:4069 A | Reason: Rule Passed
[2025-06-27 14:54:37] Allowed: Ether / IP / UDP 104.18.41.41:https > 192.168.1.172:59827 / Raw | Reason: Rule Passed
[2025-06-27 14:54:37] Allowed: Ether / IP / UDP 172.217.170.202:https > 192.168.1.172:56629 / Raw | Reason: Rule Passed
[2025-06-27 14:54:37] Allowed: Ether / IP / UDP 192.168.1.172:56629 > 172.217.170.202:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:38] Allowed: Ether / IP / UDP 192.168.1.172:56629 > 172.217.170.202:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:38] Allowed: Ether / IP / UDP 172.217.170.202:https > 192.168.1.172:56629 / Raw | Reason: Rule Passed
[2025-06-27 14:54:38] Allowed: Ether / IP / UDP 192.168.1.172:51166 > 113.173.32.113:59642 / Raw | Reason: Rule Passed
[2025-06-27 14:54:38] Allowed: Ether / IP / UDP 192.168.1.172:56629 > 172.217.170.202:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:38] Allowed: Ether / IP / UDP 172.217.170.202:https > 192.168.1.172:56629 / Raw | Reason: Rule Passed
[2025-06-27 14:54:38] Allowed: Ether / Dot1Q / IP / UDP 113.173.32.113:59642 > 192.168.1.172:51166 / Raw | Reason: Rule Passed
[2025-06-27 14:54:38] Allowed: Ether / IP / UDP 192.168.1.172:51166 > 113.173.32.113:59642 / Raw | Reason: Rule Passed
[2025-06-27 14:54:38] Allowed: Ether / IP / UDP 192.168.1.172:56629 > 172.217.170.202:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:38] Allowed: Ether / IP / UDP 172.217.170.202:https > 192.168.1.172:56629 / Raw | Reason: Rule Passed
[2025-06-27 14:54:38] Allowed: Ether / Dot1Q / IP / UDP 113.173.32.113:59642 > 192.168.1.172:51166 / Raw | Reason: Rule Passed
